Group,Title,Link,Summary,Date
behavior,Rein Tension May Affect Horse Behavior,https://www.sciencedaily.com/releases/2024/09/240903144416.htm,,2024-09-03 00:00:00
behavior,New Discoveries About How Mosquitoes Mate May Help the Fight Against Malaria,https://www.sciencedaily.com/releases/2024/08/240830110719.htm,"High rein tension was found to be associated with trotters opening their mouths, which indicates pain or discomfort in the ...",2024-08-30 00:00:00
behavior,Life After (Feigned) Death,https://www.sciencedaily.com/releases/2024/08/240822142633.htm,"An international team has uncovered surprising details about mosquito mating, which could lead to improved malaria control techniques and even help develop precision drone flight. The team revealed ...",2024-08-22 00:00:00
behavior,Love Is Blind for Male Fruit Flies Who Will Choose Sex Over Safety,https://www.sciencedaily.com/releases/2024/08/240828114343.htm,,2024-08-28 00:00:00
behavior,Colorful Traits in Primates Ease Tensions Between Groups,https://www.sciencedaily.com/releases/2024/08/240822222612.htm,Researchers have made a groundbreaking discovery about how sea stars (commonly known as starfish) manage to survive predatory attacks by shedding their own limbs. The team has identified a neurohormone responsible for triggering this remarkable feat ...,2024-08-22 00:00:00
behavior,The Power of Face Time: Insights from Zebra Finch Courtship,https://www.sciencedaily.com/releases/2024/08/240821124320.htm,,2024-08-21 00:00:00
behavior,Humpbacks Are Among Animals Who Manufacture and Wield Tools,https://www.sciencedaily.com/releases/2024/08/240820221814.htm,A new study has revealed what animals do after they have feigned death in order to avoid being killed by a predator and what the context of this behavior ...,2024-08-20 00:00:00
behavior,Knocking out One Key Gene Leads to Autistic Traits,https://www.sciencedaily.com/releases/2024/08/240816173919.htm,,2024-08-16 00:00:00
behavior,"Low Cortisol, Hair-Trigger Stress Response in the Brain May Underlie Long COVID",https://www.sciencedaily.com/releases/2024/08/240819130640.htm,Male fruit flies will become oblivious to physical danger as they become more engaged in courtship and ...,2024-08-19 00:00:00
behavior,Scientists Condition Crocodiles to Avoid Killer Cane Toads,https://www.sciencedaily.com/releases/2024/08/240813192337.htm,,2024-08-13 00:00:00
behavior,Probiotics During Pregnancy Shown to Help Moms and Babies,https://www.sciencedaily.com/releases/2024/08/240815163632.htm,"Primate ornamentation plays a crucial role in communication not only within social groups but also between them, according to a new study. The research reveals that the males of species with ...",2024-08-15 00:00:00
behavior,Taking a 'One in a Million' Shot to Tackle Dopamine-Linked Brain Disorders,https://www.sciencedaily.com/releases/2024/08/240812123230.htm,,2024-08-12 00:00:00
behavior,Parents' Eating Behavior Influences How Their Children Respond to Food,https://www.sciencedaily.com/releases/2024/08/240812123238.htm,"A new study on songbirds sheds light on the power of social interaction to facilitate learning, insights that potentially apply to human development. Researchers discovered that zebra finches ...",2024-08-12 00:00:00
behavior,Long-Distance Relationship Revealed in the Seemingly Random Behavior of Bowhead Whales,https://www.sciencedaily.com/releases/2024/08/240811233247.htm,,2024-08-11 00:00:00
behavior,A New Mechanism for Shaping Animal Tissues,https://www.sciencedaily.com/releases/2024/08/240811233327.htm,"Researchers suggest a new designation of the humpback whales they study: tool wielders. Researchers have known that humpback whales create ""bubble-nets"" to hunt, but they have learned that the ...",2024-08-11 00:00:00
behavior,"Researchers Outline Promises, Challenges of Understanding AI for Biological Discovery",https://www.sciencedaily.com/releases/2024/08/240809135654.htm,,2024-08-09 00:00:00
behavior,Studying How Serotonin Alters Locust's Sense of Smell,https://www.sciencedaily.com/releases/2024/08/240807225706.htm,"Hyperactivity, repetitive behavior, and language deficits all appeared in the mice, highlighting an unexpected role the cerebellum seems to play in ...",2024-08-07 00:00:00
behavior,Mix of Factors Prompts Owl Monkeys to Leave Their Parents,https://www.sciencedaily.com/releases/2024/08/240807225655.htm,,2024-08-07 00:00:00
behavior,Flamingos Don't Preen More Than Other Waterbirds,https://www.sciencedaily.com/releases/2024/08/240802132857.htm,"A new animal study shows that exposure to immune-stimulating proteins left behind by COVID-19 leads to lower cortisol, brain inflammation and a ...",2024-08-02 00:00:00
behavior,Fetal Brain Impacted When Mom Fights Severe Flu: New Mouse Study Explains How,https://www.sciencedaily.com/releases/2024/07/240729173408.htm,,2024-07-29 00:00:00
behavior,"New Understanding of Fly Behavior Has Potential Application in Robotics, Public Safety",https://www.sciencedaily.com/releases/2024/07/240726113422.htm,Scientists have trialled a new way to protect freshwater crocodiles from deadly invasive cane toads spreading across northern ...,2024-07-26 00:00:00
behavior,Exploring Consciousness With Eureka Moments,https://www.sciencedaily.com/releases/2024/07/240725154752.htm,,2024-07-25 00:00:00
behavior,Researchers Record Images and Data of a Shark Experiencing a Boat Strike,https://www.sciencedaily.com/releases/2024/07/240724123103.htm,Giving probiotics to pregnant mice can enhance both the immune system and behavior of the mothers and their ...,2024-07-24 00:00:00
behavior,"Fruit Fly Post-Mating Behavior Controlled by Male-Derived Peptide Via Command Neurons, Study Finds",https://www.sciencedaily.com/releases/2024/07/240723123326.htm,,2024-07-23 00:00:00
behavior,Controlling Mosquito Populations Through Genetic Breeding,https://www.sciencedaily.com/releases/2024/07/240722155107.htm,"With the help of a tiny, transparent worm called Caenorhabditis elegans, researchers have identified novel players in dopamine signaling by taking advantage of a powerful platform generated via the ...",2024-07-22 00:00:00
behavior,Male Elephants Signal 'Let's Go' With Deep Rumbles,https://www.sciencedaily.com/releases/2024/07/240722155043.htm,,2024-07-22 00:00:00
behavior,Birds Need Entertainment During Avian Flu Lockdowns,https://www.sciencedaily.com/releases/2024/07/240722155036.htm,"Young children often display similar eating behavior as their parents, with a parent's own eating style influencing how they feed their ...",2024-07-22 00:00:00
behavior,The Courtship of Leopard Seals Off the Coast of South America,https://www.sciencedaily.com/releases/2024/07/240717204056.htm,,2024-07-17 00:00:00
behavior,Introducing Co-Cultures: When Co-Habiting Animal Species Share Culture,https://www.sciencedaily.com/releases/2024/07/240711132154.htm,Applying chaos theory to the movement of iconic arctic whales uncovered a 24-hour diving cycle and a long-range (~100 km) ...,2024-07-11 00:00:00
behavior,Researchers Find Biological Clues to Mental Health Impacts of Prenatal Cannabis Exposure,https://www.sciencedaily.com/releases/2024/07/240705130221.htm,,2024-07-05 00:00:00
behavior,"Deep Machine-Learning Speeds Assessment of Fruit Fly Heart Aging and Disease, a Model for Human Disease",https://www.sciencedaily.com/releases/2024/07/240703183738.htm,A key question that remains in biology and biophysics is how three-dimensional tissue shapes emerge during animal development. Research teams have now found a mechanism by which tissues can be ...,2024-07-03 00:00:00
behavior,Giant Salamander-Like Creature Was a Top Predator in the Ice Age Before the Dinosaurs,https://www.sciencedaily.com/releases/2024/07/240703131724.htm,,2024-07-03 00:00:00
behavior,An Ant That Selectively Amputates the Infected Limbs of Wounded Sisters,https://www.sciencedaily.com/releases/2024/07/240702135415.htm,"Machine learning is a powerful tool in computational biology, enabling the analysis of a wide range of biomedical data such as genomic sequences and biological imaging. But when researchers use ...",2024-07-02 00:00:00
biochemistry,Reef Tourism Encourages Climate Action,https://www.sciencedaily.com/releases/2024/09/240903144949.htm,"The most frequently used mpox vaccine provides partial immunity to the disease but isn't always able to prevent severe symptoms or disease transmission. A new vaccine candidate from Moderna, ...",2024-09-03 00:00:00
biochemistry,Fungus-Controlled Robots Tap Into the Unique Power of Nature,https://www.sciencedaily.com/releases/2024/09/240904192325.htm,Biologists have discovered a new species of paua mollusk (also known as abalone) off New ...,2024-09-04 00:00:00
biochemistry,Dangerous Airborne Fungus Boosted by California Droughts,https://www.sciencedaily.com/releases/2024/09/240903144903.htm,Researchers have made a world first breakthrough into creating blood stem cells that closely resemble those in the human body. And the discovery could soon lead to personalized treatments for ...,2024-09-03 00:00:00
biochemistry,Chemists Explain Why Dinosaur Collagen May Have Survived for Millions of Years,https://www.sciencedaily.com/releases/2024/09/240904130243.htm,,2024-09-04 00:00:00
biochemistry,"Like People, Vultures Get Set in Their Ways and Have Fewer Friends as They Age",https://www.sciencedaily.com/releases/2024/08/240830163955.htm,"Researchers have identified the seasonal and climate-based cycles of Valley fever, an emerging but dangerous fungal disease spread through dust in the ...",2024-08-30 00:00:00
biochemistry,Ancient Gene Gives Spiders Their Narrow Waist,https://www.sciencedaily.com/releases/2024/08/240829140813.htm,"It turns out that a particular gene has a great influence on longevity, a new study concludes. This may pave the way for new ...",2024-08-29 00:00:00
biochemistry,Agricultural Impact of Flooding,https://www.sciencedaily.com/releases/2024/08/240829132533.htm,"Researchers have designed, in mice, an approach to minimizing the damage from a spinal cord injury through the use of engineered immune cells. Mice given the treatment had improved recovery from ...",2024-08-29 00:00:00
biochemistry,Can Fungi Turn Food Waste Into the Next Culinary Sensation?,https://www.sciencedaily.com/releases/2024/08/240829132426.htm,,2024-08-29 00:00:00
biochemistry,This Tiny Backyard Bug Does the Fastest Backflips on Earth,https://www.sciencedaily.com/releases/2024/08/240829132402.htm,"New research has uncovered an extraordinary mechanism of cell division in Corynebacterium matruchotii, one of the most common bacteria living in dental plaque. The filamentous bacterium doesn't ...",2024-08-29 00:00:00
botany,Global Timber Supply Threatened as Climate Change Pushes Cropland Northwards,https://www.sciencedaily.com/releases/2024/08/240829132446.htm,,2024-08-29 00:00:00
botany,Study Shows Reduced Inflammation in Residents After Adding Trees to Their Neighborhoods,https://www.sciencedaily.com/releases/2024/08/240827105016.htm,,2024-08-27 00:00:00
botany,Are Crops Worldwide Sufficiently Pollinated?,https://www.sciencedaily.com/releases/2024/08/240826193131.htm,"Climate change will move and reduce the land suitable for growing food and timber, putting the production of these two vital resources into direct competition, a new study has ...",2024-08-26 00:00:00
botany,A Leaky Sink: Carbon Emissions from Forest Soil Will Likely Grow With Rising Temperatures,https://www.sciencedaily.com/releases/2024/08/240823153446.htm,,2024-08-23 00:00:00
botany,Innovative Field Experiments Shed Light on Biological Clocks in Nature,https://www.sciencedaily.com/releases/2024/08/240823120128.htm,"Using newly generated 'optogenetic' tobacco plants, research teams have investigated how plants process external ...",2024-08-23 00:00:00
botany,Honey Bees May Play Key Role in Spreading Viruses to Wild Bumblebees,https://www.sciencedaily.com/releases/2024/08/240821150001.htm,,2024-08-21 00:00:00
botany,Survival Tactics: AI-Driven Insights Into Chromatin Changes for Winter Dormancy in Axillary Buds,https://www.sciencedaily.com/releases/2024/08/240821124343.htm,A new project has found that people living in neighborhoods where the number of trees and shrubs was more than doubled showed lower levels of a blood ...,2024-08-21 00:00:00
botany,Pilot Study Uses Recycled Glass to Grow Plants for Salsa Ingredients,https://www.sciencedaily.com/releases/2024/08/240821124454.htm,"Scientists have analyzed crop yields of more than 1,500 fields on six continents, and found that production worldwide of important, nutritionally dense foods such as fruits, vegetables, nuts and ...",2024-08-21 00:00:00
botany,Why Do Plants Wiggle? New Study Provides Answers,https://www.sciencedaily.com/releases/2024/08/240815124139.htm,,2024-08-15 00:00:00
botany,Giant Fossil Seeds from Borneo Record Ancient Plant Migration,https://www.sciencedaily.com/releases/2024/08/240814123742.htm,The soils of northern forests are key reservoirs that help keep the carbon dioxide that trees inhale and use for photosynthesis from making it back ...,2024-08-14 00:00:00
botany,Study Reveals Urban Trees Suffer More from Heat Waves and Drought Than Their Rural Counterparts,https://www.sciencedaily.com/releases/2024/08/240813141412.htm,,2024-08-13 00:00:00
botany,Mature Forests Vital in Frontline Fight Against Climate Change,https://www.sciencedaily.com/releases/2024/08/240812123302.htm,A new study has used a series of innovative field experiments to show how plants combine circadian clock signals with environmental cues under naturally fluctuating ...,2024-08-12 00:00:00
botany,Researchers Make Breakthrough in Understanding Species Abundance,https://www.sciencedaily.com/releases/2024/08/240809135720.htm,,2024-08-09 00:00:00
botany,Unlocking the Secrets of Salt Stress Tolerance in Wild Tomatoes,https://www.sciencedaily.com/releases/2024/08/240808114832.htm,"Honey bees may play a role in increasing virus levels in wild bumble bees each spring, according to researchers who analyzed seasonal trends of parasite and virus transmission in ...",2024-08-08 00:00:00
botany,Asthma Emergencies Spike When Allergenic Pollen Blooms,https://www.sciencedaily.com/releases/2024/08/240807225650.htm,,2024-08-07 00:00:00
botany,Discovering How Plants Make Life-and-Death Decisions,https://www.sciencedaily.com/releases/2024/08/240807225507.htm,Epigenetics confers a survival advantage in plants to endure harsh weather by inducing bud dormancy. Environmental factors or intrinsic signals ...,2024-08-07 00:00:00
botany,Plants Offer Fruit to Insects to Disperse Dust-Like Seeds,https://www.sciencedaily.com/releases/2024/08/240807122716.htm,,2024-08-07 00:00:00
botany,Study Analyzes Potato-Pathogen 'Arms Race' After Irish Famine,https://www.sciencedaily.com/releases/2024/08/240805134220.htm,"Researchers have identified the genetic changes linked to why plants go through a developmental change similar to 'puberty' at different rates, a discovery which could lead to better crop ...",2024-08-05 00:00:00
botany,Combined Effects of Plastic Pollution and Seawater Flooding Amplify Threats to Coastal Plant Species,https://www.sciencedaily.com/releases/2024/08/240802132907.htm,,2024-08-02 00:00:00
botany,Warming Stops Tiny Organisms Working Together,https://www.sciencedaily.com/releases/2024/08/240801121824.htm,"Tortilla chips and fresh salsa are tasty, but they could be even more appealing if you grow the ingredients yourself. Now, researchers report that some salsa ingredients -- cilantro, bell pepper and ...",2024-08-01 00:00:00
botany,Scientists Discover Entirely New Wood Type That Could Be Highly Efficient at Carbon Storage,https://www.sciencedaily.com/releases/2024/07/240730202343.htm,,2024-07-30 00:00:00
botany,From Genes to Jeans: New Genetic Insights May Lead to Drought Resilient Cotton,https://www.sciencedaily.com/releases/2024/07/240729173346.htm,"Decades after his voyage on the HMS Beagle, Charles Darwin became fascinated by why plants move as they grow -- spinning and twisting into corkscrews. Now, more than 150 years later, a new study may ...",2024-07-29 00:00:00
botany,Scientists Untangle Interactions Between the Earth's Early Life Forms and the Environment Over 500 Million Years,https://www.sciencedaily.com/releases/2024/07/240729173317.htm,,2024-07-29 00:00:00
botany,"Climate Is Most Important Factor in Where Mammals Choose to Live, Study Finds",https://www.sciencedaily.com/releases/2024/07/240726132957.htm,"Ancient fossil beans about the size of modern limes, and among the largest seeds in the fossil record, may provide new insight into the evolution of today's diverse Southeast Asian and Australian ...",2024-07-26 00:00:00
botany,Mixed Approach to Reforestation Better Than Planting or Regeneration Alone,https://www.sciencedaily.com/releases/2024/07/240724123101.htm,,2024-07-24 00:00:00
botany,How Well Does Tree Planting Work in Climate Change Fight? It Depends,https://www.sciencedaily.com/releases/2024/07/240724123057.htm,A recent study details how trees in New York City and Boston are more negatively impacted by heat waves and drought than trees of the same species in nearby rural forests. The finding highlights the ...,2024-07-24 00:00:00
botany,Trees Reveal Climate Surprise -- Bark Removes Methane from the Atmosphere,https://www.sciencedaily.com/releases/2024/07/240724123005.htm,,2024-07-24 00:00:00
botany,Biosensor Reveals Gibberellin's Critical Role in Legume Nitrogen-Fixation -- Paving the Way for Self-Fertilizing Cereals,https://www.sciencedaily.com/releases/2024/07/240723123451.htm,Mature forests have a key role to play in the fight against climate change -- extracting carbon dioxide (CO2) from the atmosphere and locking it into new ...,2024-07-23 00:00:00
botany,Heat-Sensitive Trees Move Uphill Seeking Climate Change Respite,https://www.sciencedaily.com/releases/2024/07/240723123348.htm,,2024-07-23 00:00:00
botany,Groundcherry Gets Genetic Upgrades: Turning a Garden Curiosity Into an Agricultural Powerhouse,https://www.sciencedaily.com/releases/2024/07/240718124826.htm,"The key finding was that temperature and genome size, not body size, had the greatest influence on the maximum population growth rate of the diatoms. Yet body size still mattered in colder latitudes, ...",2024-07-18 00:00:00
cell_biology,Prioritizing the Unexpected: New Brain Mechanism Uncovered,https://www.sciencedaily.com/releases/2024/08/240828114338.htm,"Researchers have uncovered a surprising genetic mechanism that influences the vibrant and complex patterns on butterfly wings. The team discovered that an RNA molecule, rather than a protein as ...",2024-08-28 00:00:00
cell_biology,Scientists Develop AI-Driven Method to Enhance Electron Microscopy Imaging Capabilities of Complex Biological Systems,https://www.sciencedaily.com/releases/2024/08/240827105010.htm,,2024-08-27 00:00:00
cell_biology,Immune System That Bacteria Use to Respond to Viral Infections,https://www.sciencedaily.com/releases/2024/08/240826182907.htm,,2024-08-26 00:00:00
cell_biology,CRISPR-Based Genome Editing in Nile Grass Rats,https://www.sciencedaily.com/releases/2024/08/240823185100.htm,,2024-08-23 00:00:00
cell_biology,Bioengineers Develop Lotus Leaf-Inspired System to Advance Study of Cancer Cell Clusters,https://www.sciencedaily.com/releases/2024/08/240823153443.htm,Our bodies and organs are shielded from the external environment by tissue barriers like the skin. These barriers must be tightly sealed to prevent unwanted substances from entering. This sealing is ...,2024-08-23 00:00:00
cell_biology,Strength Training Activates Cellular Waste Disposal,https://www.sciencedaily.com/releases/2024/08/240823141612.htm,,2024-08-23 00:00:00
developmental_biology,T Cells Manipulate the Memory of Innate Immune Cells,https://www.sciencedaily.com/releases/2024/08/240822142610.htm,"Blinding diseases lead to permanent vision loss by damaging photoreceptor cells, which humans cannot naturally regenerate. While researchers are ...",2024-08-22 00:00:00
